ato,source_act,amended_act,carrier_article,carrier_section,provision_type,mechanism,screening_confidence,intermediary_validated,matched_pattern,matched_keyword,evidence_text
ets_verification,32018R2067,,Article 40,REQUIREMENTS FOR VERIFIERS,article,auditoria,high,0,(EU ETS )?(lead )?auditor,EU ETS auditor,"3. The technical expert shall have the competence and expertise required to support the EU ETS auditor and EU ETS lead auditor, or the independent reviewer, where necessary, effectively on the subject matter for which their knowledge and expertise is requested. In addition, the technical expert shall have a sufficient understanding of the issues described in points (a), (b) and (c) of Article 38(1)."
ets_verification,32018R2067,,Article 40,REQUIREMENTS FOR VERIFIERS,article,auditoria,high,0,(EU ETS )?(lead )?auditor,EU ETS lead auditor,4. The technical expert shall undertake specified tasks under the direction and full responsibility of the EU ETS lead auditor of the verification team in which the technical expert is operating or the independent reviewer.
ets_verification,32018R2067,,Article 43,REQUIREMENTS FOR VERIFIERS,article,reportar,low,0,\breport\b,report,"3. A verifier shall not carry out verification activities for an operator or aircraft operator that poses an unacceptable risk to its impartiality or that creates a conflict of interest for it. The verifier shall not use personnel or contracted persons in the verification of an operator's or aircraft operator's report that involves an actual or potential conflict of interest. The verifier shall also ensure that the activities of personnel or organisations do not affect the confidentiality, objec"
ets_verification,32018R2067,,Article 43,REQUIREMENTS FOR VERIFIERS,article,reportar,low,0,\breport\b,report,"where a verifier or any part of the same legal entity provides consulting services to develop part of the monitoring and reporting process that is described in the monitoring plan approved by the competent authority or in the monitoring methodology plan, as applicable, including the development of the monitoring methodology, the drafting of the operator's or aircraft operator's report and the drafting of the monitoring plan or monitoring methodology plan;"
ets_verification,32018R2067,,Article 43,REQUIREMENTS FOR VERIFIERS,article,reportar,low,0,\breport\b,report,"where a verifier or any part of the same legal entity provides technical assistance to develop or maintain the system implemented to monitor and report emissions, tonne-kilometre data or data relevant for free allocation."
ets_verification,32018R2067,,Article 43,REQUIREMENTS FOR VERIFIERS,article,reportar,low,0,\breport\b,report,"5. A verifier shall not outsource the independent review or the issuance of the verification report. For the purposes of this Regulation, when outsourcing other verification activities, the verifier shall meet the relevant requirements laid down in the harmonised standard referred to in Annex II."
ets_verification,32018R2067,,Article 43,REQUIREMENTS FOR VERIFIERS,article,auditoria,high,0,verification (team|report|body),verification report,"5. A verifier shall not outsource the independent review or the issuance of the verification report. For the purposes of this Regulation, when outsourcing other verification activities, the verifier shall meet the relevant requirements laid down in the harmonised standard referred to in Annex II."
ets_verification,32018R2067,,Article 43,REQUIREMENTS FOR VERIFIERS,article,auditoria,high,0,(EU ETS )?(lead )?auditor,EU ETS lead auditor,"7. If the EU ETS lead auditor undertakes six annual verifications for a given aircraft operator, then the EU ETS lead auditor shall take a three consecutive year break from providing verification services to that same aircraft operator. The six years maximum period includes any greenhouse gas verifications performed for the aircraft operator starting after the entry into force of this regulation."
ets_verification,32018R2067,,Article 44,ACCREDITATION,article,certificacao,low,0,\baccreditation\b,Accreditation,Accreditation
ets_verification,32018R2067,,Article 44,ACCREDITATION,article,reportar,low,0,\breport\b,report,A verifier issuing a verification report to an operator or an aircraft operator shall be accredited for the scope of activities referred to in Annex I for which the verifier is carrying out the verification of an operator's or aircraft operator's report.
ets_verification,32018R2067,,Article 44,ACCREDITATION,article,certificacao,low,0,\baccredited\b,accredited,A verifier issuing a verification report to an operator or an aircraft operator shall be accredited for the scope of activities referred to in Annex I for which the verifier is carrying out the verification of an operator's or aircraft operator's report.
ets_verification,32018R2067,,Article 44,ACCREDITATION,article,auditoria,high,0,verification (team|report|body),verification report,A verifier issuing a verification report to an operator or an aircraft operator shall be accredited for the scope of activities referred to in Annex I for which the verifier is carrying out the verification of an operator's or aircraft operator's report.
ets_verification,32018R2067,,Article 44,ACCREDITATION,article,reportar,low,0,\breport\b,report,"For the purpose of verifying baseline data reports or new entrant data reports, a verifier issuing a verification report to an operator shall in addition be accredited for activity group No 98 referred to in Annex I."
ets_verification,32018R2067,,Article 44,ACCREDITATION,article,certificacao,low,0,\baccredited\b,accredited,"For the purpose of verifying baseline data reports or new entrant data reports, a verifier issuing a verification report to an operator shall in addition be accredited for activity group No 98 referred to in Annex I."
ets_verification,32018R2067,,Article 44,ACCREDITATION,article,auditoria,high,0,verification (team|report|body),verification report,"For the purpose of verifying baseline data reports or new entrant data reports, a verifier issuing a verification report to an operator shall in addition be accredited for activity group No 98 referred to in Annex I."
ets_verification,32018R2067,,Article 45,ACCREDITATION,article,certificacao,low,0,\baccreditation\b,accreditation,Objectives of accreditation
ets_verification,32018R2067,,Article 45,ACCREDITATION,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"During the accreditation process and the monitoring of accredited verifiers, each national accreditation body shall assess whether the verifier and its personnel undertaking verification activities:"
ets_verification,32018R2067,,Article 45,ACCREDITATION,article,auditoria,high,0,accredited verifier,accredited verifier,"During the accreditation process and the monitoring of accredited verifiers, each national accreditation body shall assess whether the verifier and its personnel undertaking verification activities:"
ets_verification,32018R2067,,Article 46,ACCREDITATION,article,certificacao,low,0,\baccreditation\b,accreditation,Request for accreditation
ets_verification,32018R2067,,Article 46,ACCREDITATION,article,certificacao,low,0,\baccreditation\b,accreditation,1. Any legal person or other legal entity may request accreditation pursuant to Article 5(1) of Regulation (EC) No 765/2008 and the provisions of this Chapter.
ets_verification,32018R2067,,Article 46,ACCREDITATION,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"2. In addition to the information referred to in paragraph 1 of this Article, an applicant shall also, prior to the commencement of the assessment pursuant to Article 45, make available to the national accreditation body the following:"
ets_verification,32018R2067,,Article 46,ACCREDITATION,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,all information requested by the national accreditation body;
ets_verification,32018R2067,,Article 47,ACCREDITATION,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"1. When preparing the assessment referred to in Article 45, each national accreditation body shall take into account the complexity of the scope for which the applicant requests accreditation as well as the complexity of the quality management system referred to in Article 41(2), the procedures and information on processes referred to in Article 41(1) and the geographical areas in which the applicant is carrying out or planning to carry out verification."
ets_verification,32018R2067,,Article 47,ACCREDITATION,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"2. For the purposes of this Regulation, the national accreditation body shall meet the minimum requirements set out in the harmonised standard referred to in Annex III."
ets_verification,32018R2067,,Article 48,ACCREDITATION,article,reportar,low,0,\breport\b,report,witnessing of a representative part of the requested scope for accreditation and the performance and competence of a representative number of the applicant's staff involved in the verification of the operator's or aircraft operator's report to ensure that the staff are operating in accordance with this Regulation.
ets_verification,32018R2067,,Article 48,ACCREDITATION,article,certificacao,low,0,\baccreditation\b,accreditation,witnessing of a representative part of the requested scope for accreditation and the performance and competence of a representative number of the applicant's staff involved in the verification of the operator's or aircraft operator's report to ensure that the staff are operating in accordance with this Regulation.
ets_verification,32018R2067,,Article 48,ACCREDITATION,article,reportar,low,0,\bshall report\b,shall report,2. The assessment team shall report the findings and non-conformities to the applicant in accordance with the requirements set out in the harmonised standard referred to in Annex III and shall request the applicant to respond to the reported findings and non-conformities in accordance with those provisions.
ets_verification,32018R2067,,Article 48,ACCREDITATION,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,3. An applicant shall take corrective action to address any non-conformities reported pursuant to paragraph 2 and indicate in applicant's response to the reported findings and non-conformities of the assessment team what actions are taken or are planned to be taken within a time set by the national accreditation body to resolve any identified non-conformities.
ets_verification,32018R2067,,Article 48,ACCREDITATION,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,4. The national accreditation body shall review the responses of the applicant to the findings and non-conformities submitted pursuant to paragraph 3.
ets_verification,32018R2067,,Article 48,ACCREDITATION,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"Where the national accreditation body finds the response of the applicant to be insufficient or ineffective, it shall request further information or action from the applicant. The national accreditation body may also request evidence of the effective implementation of actions taken or carry out a follow-up assessment to assess the effective implementation of the corrective actions."
ets_verification,32018R2067,,Article 49,ACCREDITATION,article,certificacao,low,0,\bcertificat\w*,certificate,Decision on accreditation and accreditation certificate
ets_verification,32018R2067,,Article 49,ACCREDITATION,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"1. The national accreditation body shall take into account the requirements laid down in the harmonised standard referred to in Annex III when preparing and taking the decision on whether to grant, extend or renew the accreditation of an applicant."
ets_verification,32018R2067,,Article 49,ACCREDITATION,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"2. Where the national accreditation body has decided to grant, extend or renew the accreditation of an applicant, it shall issue an accreditation certificate to that effect."
ets_verification,32018R2067,,Article 49,ACCREDITATION,article,certificacao,low,0,\bcertificat\w*,certificate,The accreditation certificate shall at least contain the information required on the basis of the harmonised standard referred to in Annex III.
ets_verification,32018R2067,,Article 49,ACCREDITATION,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,The accreditation certificate shall be valid for a period not exceeding five years after the date on which the national accreditation body has issued that certificate.
ets_verification,32018R2067,,Article 50,ACCREDITATION,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,1. The national accreditation body shall carry out an annual surveillance of each verifier to which it has issued an accreditation certificate.
ets_verification,32018R2067,,Article 50,ACCREDITATION,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,2. The national accreditation body shall carry out the first surveillance of a verifier in accordance with paragraph 1 no later than 12 months after the date on which the accreditation certificate has been issued to that verifier.
ets_verification,32018R2067,,Article 50,ACCREDITATION,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"3. The national accreditation body shall prepare its plan for the surveillance of each verifier in a manner that allows for representative samples of the scope of accreditation to be assessed, in accordance with the requirements laid down in the harmonised standard referred to in Annex III."
ets_verification,32018R2067,,Article 50,ACCREDITATION,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"4. Based on the results of the surveillance referred to in paragraph 1, the national accreditation body shall decide whether to confirm the continuation of accreditation."
ets_verification,32018R2067,,Article 50,ACCREDITATION,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"5. Where a verifier carries out a verification in another Member State, the national accreditation body that has accredited the verifier may request the national accreditation body of the Member State where the verification is performed to carry out surveillance activities on its behalf and under its responsibility."
ets_verification,32018R2067,,Article 51,ACCREDITATION,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"1. Before the expiry of the accreditation certificate, the national accreditation body shall carry out a reassessment of the verifier to which the national accreditation body has issued an accreditation certificate to determine whether the validity of that accreditation certificate may be extended."
ets_verification,32018R2067,,Article 51,ACCREDITATION,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"2. The national accreditation body shall prepare its plan for the reassessment of each verifier in a manner that allows representative samples of the scope of accreditation to be assessed. In planning and carrying out the reassessment, the national accreditation body shall meet the requirements laid down in the harmonised standard referred to in Annex III."
ets_verification,32018R2067,,Article 52,ACCREDITATION,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,1. The national accreditation body may conduct an extraordinary assessment of the verifier at any time to ensure that the verifier meets the requirements of this Regulation.
ets_verification,32018R2067,,Article 52,ACCREDITATION,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"2. For the purposes of enabling the national accreditation body to assess the need for an extraordinary assessment, the verifier shall inform the national accreditation body forthwith of any significant changes relevant to its accreditation concerning any aspect of its status or operation. Significant changes shall include those changes mentioned in the harmonised standard referred to in Annex III."
ets_verification,32018R2067,,Article 53,ACCREDITATION,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"The national accreditation body shall, in response to an application by a verifier for an extension of the scope of a granted accreditation, undertake the necessary activities to determine whether the verifier meets the requirements of Article 45 for the requested extension of the scope of its accreditation."
ets_verification,32018R2067,,Article 54,ACCREDITATION,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"1. The national accreditation body may suspend, withdraw or reduce an accreditation of a verifier if the verifier does not meet the requirements of this Regulation."
ets_verification,32018R2067,,Article 54,ACCREDITATION,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"The national accreditation body shall suspend, withdraw or reduce an accreditation of a verifier if the verifier so requests."
ets_verification,32018R2067,,Article 54,ACCREDITATION,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"The national accreditation body shall establish, document, implement and maintain a procedure for the suspension of the accreditation, the withdrawal of the accreditation and the reduction of the scope of accreditation."
ets_verification,32018R2067,,Article 54,ACCREDITATION,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"2. The national accreditation body shall suspend an accreditation, or restrict the scope of an accreditation in any of the following cases:"
ets_verification,32018R2067,,Article 54,ACCREDITATION,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,the verifier has breached other specific terms and conditions of the national accreditation body.
ets_verification,32018R2067,,Article 54,ACCREDITATION,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,3. The national accreditation body shall withdraw the accreditation in the following cases:
ets_verification,32018R2067,,Article 54,ACCREDITATION,article,certificacao,low,0,\bcertificat\w*,certificate,the verifier has failed to remedy the grounds for a decision to suspend the accreditation certificate;
ets_verification,32018R2067,,Article 54,ACCREDITATION,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"4. The decision of a national accreditation body to suspend, withdraw or reduce the scope of the accreditation in accordance with paragraphs 2 and 3 shall be subject to appeal."
ets_verification,32018R2067,,Article 54,ACCREDITATION,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"5. The decision of a national accreditation body to suspend, withdraw or reduce the scope of the accreditation shall take effect upon its notification to the verifier."
ets_verification,32018R2067,,Article 54,ACCREDITATION,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,The national accreditation body shall terminate the suspension of an accreditation certificate where it has received satisfactory information and is confident that the verifier meets the requirements of this Regulation.
ets_verification,32018R2067,,Article 55,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),National accreditation body,National accreditation body
ets_verification,32018R2067,,Article 55,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation bodies,1. The tasks related to accreditation pursuant to this Regulation shall be carried out by the national accreditation bodies appointed pursuant to Article 4(1) of Regulation (EC) No 765/2008.
ets_verification,32018R2067,,Article 55,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"2. Where a Member State decides to allow the certification of verifiers that are natural persons, under this Regulation the tasks related to the certification of those verifiers shall be entrusted to a national authority other than the national accreditation body appointed pursuant to Article 4(1) of Regulation (EC) No 765/2008."
ets_verification,32018R2067,,Article 55,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,4. A national accreditation body shall be a member of the body recognised under Article 14 of that Regulation (EC) No 765/2008.
ets_verification,32018R2067,,Article 55,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"5. A national accreditation body shall be entrusted with the operation of accreditation as a public authority activity and be granted formal recognition by the Member State, if accreditation is not operated directly by public authorities."
ets_verification,32018R2067,,Article 55,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"6. For the purposes of this Regulation, the national accreditation body shall carry out its functions in accordance with the requirements set out in the harmonised standard referred to in Annex III."
ets_verification,32018R2067,,Article 56,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,low,0,\baccreditation\b,accreditation,Cross-border accreditation
ets_verification,32018R2067,,Article 56,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"Where a Member State considers that it is economically not meaningful or sustainable to appoint a national accreditation body or to provide accreditation services within the meaning of Article 15 of Directive 2003/87/EC, that Member State shall have recourse to a national accreditation body of another Member State."
ets_verification,32018R2067,,Article 57,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,1. The national accreditation body shall be organised in a manner that guarantees its full independence from verifiers it assesses and its impartiality in carrying out its accreditation activities.
ets_verification,32018R2067,,Article 57,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"2. For that purpose, the national accreditation body shall not offer or provide any activities or services provided by a verifier, nor shall it provide consultancy services, own shares in or otherwise have a financial or managerial interest in a verifier."
ets_verification,32018R2067,,Article 57,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"3. Without prejudice to Article 55(2), the structure, responsibilities and tasks of the national accreditation body shall be clearly distinguished from those of the competent authority and those of other national authorities."
ets_verification,32018R2067,,Article 57,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,4. The national accreditation body shall take all final decisions pertaining to the accreditation of verifiers.
ets_verification,32018R2067,,Article 57,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"However, the national accreditation body may sub-contract certain activities, subject to the requirements set out in the harmonised standard referred to in Annex III."
ets_verification,32018R2067,,Article 58,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,1. The national accreditation body shall appoint an assessment team for each particular assessment.
ets_verification,32018R2067,,Article 58,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,low,0,\baccreditation\b,accreditation,"2. An assessment team shall consist of a lead assessor and, where necessary, a suitable number of assessors or technical experts for a specific scope of accreditation."
ets_verification,32018R2067,,Article 58,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,low,0,\baccreditation\b,accreditation,"The assessment team shall include at least one person with the knowledge of the monitoring and reporting of greenhouse gas emissions pursuant to Implementing Regulation (EU) 2018/2066 that are relevant for the scope of accreditation and the competence and understanding required to assess the verification activities within the installation or aircraft operator for that scope, and at least one person with the knowledge of relevant national legislation and guidance."
ets_verification,32018R2067,,Article 58,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"Where the national accreditation body assesses the verifier's competence and performance for scope no 98 referred to in Annex I of this Regulation, the assessment team shall include in addition at least one person with the knowledge of collecting, monitoring and reporting data relevant for free allocation pursuant to Delegated Regulation (EU) .../... as well as the competence and understanding required to assess the verification activities for that scope."
ets_verification,32018R2067,,Article 59,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,auditoria,low,0,\baudit\w*,auditing,have knowledge of data and information auditing referred to in Article 38(1)(b) of this Regulation obtained through training or access to a person that has knowledge and experience of such data and information.
ets_verification,32018R2067,,Article 59,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,low,0,\baccreditation\b,accreditation,"3. Internal reviewers and persons taking the decisions on the granting, extending or renewing of an accreditation shall, in addition to the competence requirements referred to in paragraph 1, have sufficient knowledge and experience to evaluate the accreditation."
ets_verification,32018R2067,,Article 60,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,1. The national accreditation body may include technical experts in the assessment team to provide detailed knowledge and expertise on a specific subject matter needed to support the lead assessor or assessor in carrying out assessment activities.
ets_verification,32018R2067,,Article 61,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,The national accreditation body shall comply with the requirements established pursuant to Article 8 of Regulation (EC) No 765/2008.
ets_verification,32018R2067,,Article 62,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"Where the national accreditation body has received a complaint concerning the verifier from the competent authority, the operator or aircraft operator, or other interested parties, the national accreditation body shall, within a reasonable time but no later than three months from the date of its receipt:"
ets_verification,32018R2067,,Article 63,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"1. The national accreditation body shall keep records on each person involved in the accreditation process. Those records shall include records related to relevant qualifications, training, experience, impartiality and competence necessary to demonstrate compliance with this Regulation."
ets_verification,32018R2067,,Article 63,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,2. The national accreditation body shall keep records of the verifier in line with the harmonised standard pursuant to Regulation (EC) No 765/2008 referred to in Annex III.
ets_verification,32018R2067,,Article 64,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"1. The national accreditation body shall, on a regular basis, make publicly available and update information about the national accreditation body and its accreditation activities."
ets_verification,32018R2067,,Article 64,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"2. The national accreditation body shall make, in accordance with point 4 of Article 8 of Regulation (EC) No 765/2008, adequate arrangements to safeguard, as appropriate, the confidentiality of information obtained."
ets_verification,32018R2067,,Article 65,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),National accreditation bodies,1. National accreditation bodies shall subject themselves to a regular peer evaluation.
ets_verification,32018R2067,,Article 65,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,the national accreditation body that is subject to the peer evaluation has carried out the accreditation activities in accordance with Chapter IV;
ets_verification,32018R2067,,Article 65,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,the national accreditation body that is subject to the peer evaluation has met the requirements laid down in this Chapter.
ets_verification,32018R2067,,Article 65,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,reportar,low,0,\bshall publish\b,shall publish,"3. The body recognised under Article 14 of Regulation (EC) No 765/2008 shall publish and communicate the outcome of the peer evaluation of a national accreditation body to the Commission, the national authorities responsible for the national accreditation bodies in the Member States, and the competent authority of Member States or the focal point referred to in Article 70(2)."
ets_verification,32018R2067,,Article 65,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"3. The body recognised under Article 14 of Regulation (EC) No 765/2008 shall publish and communicate the outcome of the peer evaluation of a national accreditation body to the Commission, the national authorities responsible for the national accreditation bodies in the Member States, and the competent authority of Member States or the focal point referred to in Article 70(2)."
ets_verification,32018R2067,,Article 65,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"4. Without prejudice to paragraph 1, where a national accreditation body has successfully undergone a peer evaluation organised by the body recognised under Article 14 of Regulation (EC) No 765/2008 prior to the entry into force of this Regulation, the national accreditation body shall be exempted from undergoing a new peer evaluation following the entry into force of this Regulation if it can demonstrate conformity with this Regulation."
ets_verification,32018R2067,,Article 65,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"To that end, the national accreditation body concerned shall submit a request and the necessary documentation to the body recognised under Article 14 of Regulation (EC) No 765/2008."
ets_verification,32018R2067,,Article 65,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,The exemption shall apply for a period not exceeding three years from the date of notification of the decision to the national accreditation body.
ets_verification,32018R2067,,Article 65,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation bodies,"5. The national authority entrusted, pursuant to Article 55(2), with the tasks related to the certification of verifiers that are natural persons, pursuant to this Regulation shall meet a level of credibility equivalent to national accreditation bodies that have successfully undergone peer evaluation."
ets_verification,32018R2067,,Article 65,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,low,0,\bcertificat\w*,certification,"To that end, the Member State concerned shall, immediately following its decisions authorising the national authority to perform certification, provide the Commission and the other Member States with all relevant documentary evidence. No national authority shall certify verifiers for the purposes of this Regulation before the Member State concerned provides that documentary evidence."
ets_verification,32018R2067,,Article 66,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation bodies,"1. Member States shall monitor their national accreditation bodies at regular intervals in order to ensure that they fulfil the requirements of this Regulation on a continuing basis, taking into account the results of the peer evaluation carried out in accordance with Article 65."
ets_verification,32018R2067,,Article 66,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"2. Where a national accreditation body does not meet the requirements or fails to fulfil its obligations as laid down in this Regulation, the Member State concerned shall take appropriate corrective action or ensure that such corrective action is taken, and shall inform the Commission thereof."
ets_verification,32018R2067,,Article 67,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation bodies,1. Member States shall recognise the equivalence of the services delivered by those national accreditation bodies that have successfully undergone a peer evaluation. Member States shall accept the accreditation certificates of verifiers accredited by those national accreditation bodies and respect the right of the verifiers to carry out verification for their scope of accreditation.
ets_verification,32018R2067,,Article 67,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"2. Where a national accreditation body has not undergone the complete peer evaluation process, Member States shall accept the accreditation certificates of verifiers accredited by that national accreditation body provided the body recognised under Article 14 of Regulation (EC) No 765/2008 has started a peer evaluation for that national accreditation body and it has not identified any non-compliance of the national accreditation body with this Regulation."
ets_verification,32018R2067,,Article 67,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certificacao,low,0,\bcertificat\w*,certification,"3. Where the certification of verifiers is carried out by a national authority referred to in Article 55(2), Member States shall accept the certificate issued by such authority and respect the right of certified verifiers to carry out verification for their scope of certification."
