screening_id,source_celex,amended_act,article,carrier_section,provision_type,candidate_mechanism,semantic_role,matched_pattern,matched_keyword,screening_confidence,evidence_text
SCR-00879,32018R2067,,Article 27,VERIFICATION,article,reporting,instrument,\breport\b,report,low,"to which element of the operator's or aircraft operator's report the misstatement refers, or to what element of the monitoring plan or the monitoring methodology plan the non-conformity refers;"
SCR-00880,32018R2067,,Article 27,VERIFICATION,article,reporting,instrument,\breport\b,report,low,"5. For the purposes of verifying emission reports or tonne-kilometre reports, if a Member State requires the verifier to submit information on the verification process in addition to the elements described in paragraph 3 and that information is not necessary to understand the verification opinion, the operator or aircraft operator may, for efficiency reasons, submit that additional information to the competent authority separately from the verification report at an alternative date, but no later"
SCR-00881,32018R2067,,Article 27,VERIFICATION,article,auditing,instrument,verification report,verification report,high,"5. For the purposes of verifying emission reports or tonne-kilometre reports, if a Member State requires the verifier to submit information on the verification process in addition to the elements described in paragraph 3 and that information is not necessary to understand the verification opinion, the operator or aircraft operator may, for efficiency reasons, submit that additional information to the competent authority separately from the verification report at an alternative date, but no later"
SCR-00882,32018R2067,,Article 28,VERIFICATION,article,auditing,mechanism,\bassurance\b,assurance,low,data are missing that prevent a verifier from obtaining the evidence required to reduce the verification risk to the level needed to obtain reasonable level of assurance;
SCR-00883,32018R2067,,Article 28,VERIFICATION,article,reporting,instrument,\breport\b,report,low,where Delegated Regulation (EU) .../... or the Member State required approval of the monitoring methodology plan by the competent authority prior to submission of the baseline data report and that plan has not been approved by the competent authority before the start of verification.
SCR-00884,32018R2067,,Article 29,VERIFICATION,article,reporting,instrument,\breport\b,report,low,"1. The verifier shall assess whether the operator or aircraft operator has corrected the non-conformities indicated in the verification report related to the previous monitoring period according to the requirements on the operator referred to in Article 69(4) of Implementing Regulation (EU) 2018/2066, where relevant."
SCR-00885,32018R2067,,Article 29,VERIFICATION,article,auditing,instrument,verification report,verification report,high,"1. The verifier shall assess whether the operator or aircraft operator has corrected the non-conformities indicated in the verification report related to the previous monitoring period according to the requirements on the operator referred to in Article 69(4) of Implementing Regulation (EU) 2018/2066, where relevant."
SCR-00886,32018R2067,,Article 29,VERIFICATION,article,reporting,mechanism,\bshall report\b,shall report,low,The verifier shall report in the verification report whether those non-conformities have been resolved by the operator or aircraft operator.
SCR-00887,32018R2067,,Article 29,VERIFICATION,article,auditing,instrument,verification report,verification report,high,The verifier shall report in the verification report whether those non-conformities have been resolved by the operator or aircraft operator.
SCR-00888,32018R2067,,Article 30,VERIFICATION,article,reporting,instrument,\breport\b,report,low,"1. Where the verifier has identified areas for improvement in the operator's or aircraft operator's performance related to points (a) to (e) of this paragraph, it shall include in the verification report recommendations for improvement related to the operator's or aircraft operator's performance on those points:"
SCR-00889,32018R2067,,Article 30,VERIFICATION,article,auditing,instrument,verification report,verification report,high,"1. Where the verifier has identified areas for improvement in the operator's or aircraft operator's performance related to points (a) to (e) of this paragraph, it shall include in the verification report recommendations for improvement related to the operator's or aircraft operator's performance on those points:"
SCR-00890,32018R2067,,Article 30,VERIFICATION,article,reporting,instrument,\breport\b,report,low,"2. During verification following a year in which recommendations for improvement were made in a verification report, the verifier shall check whether the operator or aircraft operator has implemented those recommendations for improvement and the manner in which this has been done."
SCR-00891,32018R2067,,Article 30,VERIFICATION,article,auditing,instrument,verification report,verification report,high,"2. During verification following a year in which recommendations for improvement were made in a verification report, the verifier shall check whether the operator or aircraft operator has implemented those recommendations for improvement and the manner in which this has been done."
SCR-00892,32018R2067,,Article 31,VERIFICATION,article,reporting,instrument,\breport\b,report,low,when an operator's emission report is verified for the first time by the verifier;
SCR-00893,32018R2067,,Article 31,VERIFICATION,article,reporting,instrument,\breport\b,report,low,if an operator's baseline data report or new entrant data report is verified.
SCR-00894,32018R2067,,Article 32,VERIFICATION,article,auditing,mechanism,\bassurance\b,assurance,low,"there is a high level of centralisation of data collected from that site and transmitted directly to another location where all the data is processed, managed and stored with good quality assurance;"
SCR-00895,32018R2067,,Article 35,REQUIREMENTS FOR VERIFIERS,article,certification,mechanism,\baccreditation\b,accreditation,low,Sectoral scopes of accreditation
SCR-00896,32018R2067,,Article 35,REQUIREMENTS FOR VERIFIERS,article,reporting,instrument,\breport\b,report,low,The verifier shall only issue a verification report to an operator or aircraft operator that performs an activity that is covered by the scope of the activity referred to in Annex I for which the verifier has been granted accreditation according to the provisions of Regulation (EC) No 765/2008 and this Regulation.
SCR-00897,32018R2067,,Article 35,REQUIREMENTS FOR VERIFIERS,article,certification,mechanism,\baccreditation\b,accreditation,low,The verifier shall only issue a verification report to an operator or aircraft operator that performs an activity that is covered by the scope of the activity referred to in Annex I for which the verifier has been granted accreditation according to the provisions of Regulation (EC) No 765/2008 and this Regulation.
SCR-00898,32018R2067,,Article 35,REQUIREMENTS FOR VERIFIERS,article,auditing,instrument,verification report,verification report,high,The verifier shall only issue a verification report to an operator or aircraft operator that performs an activity that is covered by the scope of the activity referred to in Annex I for which the verifier has been granted accreditation according to the provisions of Regulation (EC) No 765/2008 and this Regulation.
SCR-00899,32018R2067,,Article 36,REQUIREMENTS FOR VERIFIERS,article,auditing,actor,(EU ETS )?(lead )?auditor,EU ETS auditor,high,"specific competence criteria for each function within the verifier undertaking verification activities, in particular for the EU ETS auditor, EU ETS lead auditor, independent reviewer and technical expert;"
SCR-00900,32018R2067,,Article 36,REQUIREMENTS FOR VERIFIERS,article,certification,mechanism,\baccreditation\b,accreditation,low,"a process for assessing whether the verification engagement falls within the scope of the verifier's accreditation, and whether the verifier has the competence, personnel and resources required to select the verification team and successfully complete the verification activities within the timeframe required."
SCR-00901,32018R2067,,Article 36,REQUIREMENTS FOR VERIFIERS,article,auditing,actor,verification (team|body),verification team,high,"a process for assessing whether the verification engagement falls within the scope of the verifier's accreditation, and whether the verifier has the competence, personnel and resources required to select the verification team and successfully complete the verification activities within the timeframe required."
SCR-00902,32018R2067,,Article 36,REQUIREMENTS FOR VERIFIERS,article,certification,mechanism,\baccreditation\b,accreditation,low,The competence criteria referred to in point (b) of the first subparagraph shall be specific for each scope of accreditation in which these persons are carrying out verification activities.
SCR-00903,32018R2067,,Article 36,REQUIREMENTS FOR VERIFIERS,article,auditing,actor,verification (team|body),verification team,high,The process referred to in point (e) of the first subparagraph shall also include a process for assessing whether the verification team holds all the competence and persons required to carry out verification activities for a specific operator or aircraft operator.
SCR-00904,32018R2067,,Article 36,REQUIREMENTS FOR VERIFIERS,article,auditing,actor,(EU ETS )?(lead )?auditor,EU ETS auditor,high,6. A sufficiently competent evaluator shall assess the competence and performance of an EU ETS auditor and EU ETS lead auditor.
SCR-00905,32018R2067,,Article 36,REQUIREMENTS FOR VERIFIERS,article,reporting,instrument,\breport\b,report,low,"The competent evaluator shall monitor those auditors during the verification of the operator's or aircraft operator's report on the site of the installation or aircraft operator as appropriate, to determine whether they meet the competence criteria."
SCR-00906,32018R2067,,Article 36,REQUIREMENTS FOR VERIFIERS,article,auditing,actor,(EU ETS )?(lead )?auditor,auditor,high,"The competent evaluator shall monitor those auditors during the verification of the operator's or aircraft operator's report on the site of the installation or aircraft operator as appropriate, to determine whether they meet the competence criteria."
SCR-00907,32018R2067,,Article 37,REQUIREMENTS FOR VERIFIERS,article,auditing,actor,verification (team|body),Verification team,high,Verification teams
SCR-00908,32018R2067,,Article 37,REQUIREMENTS FOR VERIFIERS,article,auditing,actor,verification (team|body),verification team,high,"1. For each particular verification engagement, the verifier shall assemble a verification team capable of performing the verification activities referred to in Chapter II."
SCR-00909,32018R2067,,Article 37,REQUIREMENTS FOR VERIFIERS,article,auditing,actor,(EU ETS )?(lead )?auditor,EU ETS lead auditor,high,"2. The verification team shall at least consist of an EU ETS lead auditor, and, where the verifier's conclusions during the assessment referred to in Article 8(1)(e) and the strategic analysis so require, a suitable number of EU ETS auditors and technical experts."
SCR-00910,32018R2067,,Article 37,REQUIREMENTS FOR VERIFIERS,article,auditing,actor,verification (team|body),verification team,high,"3. For the independent review of the verification activities related to a particular verification engagement, the verifier shall appoint an independent reviewer who shall not be part of the verification team."
SCR-00911,32018R2067,,Article 37,REQUIREMENTS FOR VERIFIERS,article,reporting,instrument,\breport\b,report,low,5. The verification team shall include at least one person with the technical competence and understanding required to assess the specific technical monitoring and reporting aspects related to the activities referred to in Annex I that are carried out by the installation or aircraft operator. The verification team shall also include one person who is able to communicate in the language required for the verification of an operator's or aircraft operator's report in the Member State where the veri
SCR-00912,32018R2067,,Article 37,REQUIREMENTS FOR VERIFIERS,article,auditing,actor,verification (team|body),verification team,high,5. The verification team shall include at least one person with the technical competence and understanding required to assess the specific technical monitoring and reporting aspects related to the activities referred to in Annex I that are carried out by the installation or aircraft operator. The verification team shall also include one person who is able to communicate in the language required for the verification of an operator's or aircraft operator's report in the Member State where the veri
SCR-00913,32018R2067,,Article 37,REQUIREMENTS FOR VERIFIERS,article,auditing,actor,verification (team|body),verification team,high,"Where the verifier is carrying out verification of baseline data reports and new entrant data reports the verification team shall include in addition at least one person with the technical competence and understanding required to assess the specific technical aspects regarding the collection, monitoring and reporting of data relevant for free allocation."
SCR-00914,32018R2067,,Article 37,REQUIREMENTS FOR VERIFIERS,article,auditing,actor,(EU ETS )?(lead )?auditor,EU ETS auditor,high,"6. Where the verification team consists of one person, this person shall meet all the competence requirements for the EU ETS auditor and EU ETS lead auditor and meet the requirements laid down in paragraphs 4 and 5."
SCR-00915,32018R2067,,Article 38,REQUIREMENTS FOR VERIFIERS,article,auditing,actor,(EU ETS )?(lead )?auditor,EU ETS auditor,high,Competence requirements for EU ETS auditors and EU ETS lead auditors
SCR-00916,32018R2067,,Article 38,REQUIREMENTS FOR VERIFIERS,article,auditing,actor,(EU ETS )?(lead )?auditor,EU ETS auditor,high,"1. An EU ETS auditor shall have the competence to perform the verification. To this end, the EU ETS auditor shall have at least:"
SCR-00917,32018R2067,,Article 38,REQUIREMENTS FOR VERIFIERS,article,reporting,instrument,\breport\b,report,low,"knowledge of Directive 2003/87/EC, Implementing Regulation (EU) 2018/2066, Regulation (EU) .../... in the case of verification of the baseline data report or new entrant data report, this Regulation, relevant standards, and other relevant legislation, applicable guidelines, as well as relevant guidelines and legislation issued by the Member State in which the verifier is carrying out a verification;"
SCR-00918,32018R2067,,Article 38,REQUIREMENTS FOR VERIFIERS,article,auditing,mechanism,\baudit\w*,auditing,low,"knowledge and experience of data and information auditing, including:"
SCR-00919,32018R2067,,Article 38,REQUIREMENTS FOR VERIFIERS,article,auditing,mechanism,\baudit\w*,auditing,low,"data and information auditing methodologies, including the application of the materiality level and assessing the materiality of misstatements;"
SCR-00920,32018R2067,,Article 38,REQUIREMENTS FOR VERIFIERS,article,reporting,instrument,\breport\b,report,low,the ability to perform the activities related to the verification of an operator's or aircraft operator's report as required by Chapter II;
SCR-00921,32018R2067,,Article 38,REQUIREMENTS FOR VERIFIERS,article,auditing,actor,(EU ETS )?(lead )?auditor,EU ETS auditor,high,knowledge of and experience in the sector specific technical monitoring and reporting aspects that are relevant for the scope of activities referred to in Annex I in which the EU ETS auditor is carrying out verification.
SCR-00922,32018R2067,,Article 38,REQUIREMENTS FOR VERIFIERS,article,auditing,actor,(EU ETS )?(lead )?auditor,EU ETS lead auditor,high,2. An EU ETS lead auditor shall meet the competence requirements for an EU ETS auditor and shall have demonstrated competence to lead a verification team and to be responsible for carrying out the verification activities in accordance with this Regulation.
SCR-00923,32018R2067,,Article 39,REQUIREMENTS FOR VERIFIERS,article,reporting,instrument,\breport\b,report,low,1. The independent reviewer shall have the appropriate authority to review the draft verification report and internal verification documentation pursuant to Article 25.
SCR-00924,32018R2067,,Article 39,REQUIREMENTS FOR VERIFIERS,article,auditing,instrument,verification report,verification report,high,1. The independent reviewer shall have the appropriate authority to review the draft verification report and internal verification documentation pursuant to Article 25.
SCR-00925,32018R2067,,Article 39,REQUIREMENTS FOR VERIFIERS,article,auditing,actor,(EU ETS )?(lead )?auditor,EU ETS lead auditor,high,2. The independent reviewer shall meet the competence requirements of an EU ETS lead auditor referred to in Article 38(2).
SCR-00926,32018R2067,,Article 39,REQUIREMENTS FOR VERIFIERS,article,reporting,instrument,\breport\b,report,low,"3. The independent reviewer shall have the necessary competence to analyse the information provided to confirm the completeness and integrity of the information, to challenge missing or contradictory information as well as to check data trails for the purposes of assessing whether the internal verification documentation is complete and provides sufficient information to support the draft verification report."
SCR-00927,32018R2067,,Article 39,REQUIREMENTS FOR VERIFIERS,article,auditing,instrument,verification report,verification report,high,"3. The independent reviewer shall have the necessary competence to analyse the information provided to confirm the completeness and integrity of the information, to challenge missing or contradictory information as well as to check data trails for the purposes of assessing whether the internal verification documentation is complete and provides sufficient information to support the draft verification report."
SCR-00928,32018R2067,,Article 40,REQUIREMENTS FOR VERIFIERS,article,auditing,actor,(EU ETS )?(lead )?auditor,EU ETS auditor,high,"1. When carrying out verification activities, a verifier may use technical experts to provide detailed knowledge and expertise on a specific subject matter needed to support the EU ETS auditor and EU ETS lead auditor in carrying out their verification activities."
SCR-00929,32018R2067,,Article 40,REQUIREMENTS FOR VERIFIERS,article,auditing,actor,(EU ETS )?(lead )?auditor,EU ETS auditor,high,"3. The technical expert shall have the competence and expertise required to support the EU ETS auditor and EU ETS lead auditor, or the independent reviewer, where necessary, effectively on the subject matter for which their knowledge and expertise is requested. In addition, the technical expert shall have a sufficient understanding of the issues described in points (a), (b) and (c) of Article 38(1)."
SCR-00930,32018R2067,,Article 40,REQUIREMENTS FOR VERIFIERS,article,auditing,actor,(EU ETS )?(lead )?auditor,EU ETS lead auditor,high,4. The technical expert shall undertake specified tasks under the direction and full responsibility of the EU ETS lead auditor of the verification team in which the technical expert is operating or the independent reviewer.
SCR-00931,32018R2067,,Article 43,REQUIREMENTS FOR VERIFIERS,article,reporting,instrument,\breport\b,report,low,"3. A verifier shall not carry out verification activities for an operator or aircraft operator that poses an unacceptable risk to its impartiality or that creates a conflict of interest for it. The verifier shall not use personnel or contracted persons in the verification of an operator's or aircraft operator's report that involves an actual or potential conflict of interest. The verifier shall also ensure that the activities of personnel or organisations do not affect the confidentiality, objec"
SCR-00932,32018R2067,,Article 43,REQUIREMENTS FOR VERIFIERS,article,reporting,instrument,\breport\b,report,low,"where a verifier or any part of the same legal entity provides consulting services to develop part of the monitoring and reporting process that is described in the monitoring plan approved by the competent authority or in the monitoring methodology plan, as applicable, including the development of the monitoring methodology, the drafting of the operator's or aircraft operator's report and the drafting of the monitoring plan or monitoring methodology plan;"
SCR-00933,32018R2067,,Article 43,REQUIREMENTS FOR VERIFIERS,article,reporting,instrument,\breport\b,report,low,"where a verifier or any part of the same legal entity provides technical assistance to develop or maintain the system implemented to monitor and report emissions, tonne-kilometre data or data relevant for free allocation."
SCR-00934,32018R2067,,Article 43,REQUIREMENTS FOR VERIFIERS,article,reporting,instrument,\breport\b,report,low,"5. A verifier shall not outsource the independent review or the issuance of the verification report. For the purposes of this Regulation, when outsourcing other verification activities, the verifier shall meet the relevant requirements laid down in the harmonised standard referred to in Annex II."
SCR-00935,32018R2067,,Article 43,REQUIREMENTS FOR VERIFIERS,article,auditing,instrument,verification report,verification report,high,"5. A verifier shall not outsource the independent review or the issuance of the verification report. For the purposes of this Regulation, when outsourcing other verification activities, the verifier shall meet the relevant requirements laid down in the harmonised standard referred to in Annex II."
SCR-00936,32018R2067,,Article 43,REQUIREMENTS FOR VERIFIERS,article,auditing,actor,(EU ETS )?(lead )?auditor,EU ETS lead auditor,high,"7. If the EU ETS lead auditor undertakes six annual verifications for a given aircraft operator, then the EU ETS lead auditor shall take a three consecutive year break from providing verification services to that same aircraft operator. The six years maximum period includes any greenhouse gas verifications performed for the aircraft operator starting after the entry into force of this regulation."
SCR-00937,32018R2067,,Article 44,ACCREDITATION,article,certification,mechanism,\baccreditation\b,Accreditation,low,Accreditation
SCR-00938,32018R2067,,Article 44,ACCREDITATION,article,reporting,instrument,\breport\b,report,low,A verifier issuing a verification report to an operator or an aircraft operator shall be accredited for the scope of activities referred to in Annex I for which the verifier is carrying out the verification of an operator's or aircraft operator's report.
SCR-00939,32018R2067,,Article 44,ACCREDITATION,article,certification,mechanism,\baccredited\b,accredited,low,A verifier issuing a verification report to an operator or an aircraft operator shall be accredited for the scope of activities referred to in Annex I for which the verifier is carrying out the verification of an operator's or aircraft operator's report.
SCR-00940,32018R2067,,Article 44,ACCREDITATION,article,auditing,instrument,verification report,verification report,high,A verifier issuing a verification report to an operator or an aircraft operator shall be accredited for the scope of activities referred to in Annex I for which the verifier is carrying out the verification of an operator's or aircraft operator's report.
SCR-00941,32018R2067,,Article 44,ACCREDITATION,article,reporting,instrument,\breport\b,report,low,"For the purpose of verifying baseline data reports or new entrant data reports, a verifier issuing a verification report to an operator shall in addition be accredited for activity group No 98 referred to in Annex I."
SCR-00942,32018R2067,,Article 44,ACCREDITATION,article,certification,mechanism,\baccredited\b,accredited,low,"For the purpose of verifying baseline data reports or new entrant data reports, a verifier issuing a verification report to an operator shall in addition be accredited for activity group No 98 referred to in Annex I."
SCR-00943,32018R2067,,Article 44,ACCREDITATION,article,auditing,instrument,verification report,verification report,high,"For the purpose of verifying baseline data reports or new entrant data reports, a verifier issuing a verification report to an operator shall in addition be accredited for activity group No 98 referred to in Annex I."
SCR-00944,32018R2067,,Article 45,ACCREDITATION,article,certification,mechanism,\baccreditation\b,accreditation,low,Objectives of accreditation
SCR-00945,32018R2067,,Article 45,ACCREDITATION,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,"During the accreditation process and the monitoring of accredited verifiers, each national accreditation body shall assess whether the verifier and its personnel undertaking verification activities:"
SCR-00946,32018R2067,,Article 45,ACCREDITATION,article,auditing,actor,accredited verifier,accredited verifier,high,"During the accreditation process and the monitoring of accredited verifiers, each national accreditation body shall assess whether the verifier and its personnel undertaking verification activities:"
SCR-00947,32018R2067,,Article 46,ACCREDITATION,article,certification,mechanism,\baccreditation\b,accreditation,low,Request for accreditation
SCR-00948,32018R2067,,Article 46,ACCREDITATION,article,certification,mechanism,\baccreditation\b,accreditation,low,1. Any legal person or other legal entity may request accreditation pursuant to Article 5(1) of Regulation (EC) No 765/2008 and the provisions of this Chapter.
SCR-00949,32018R2067,,Article 46,ACCREDITATION,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,"2. In addition to the information referred to in paragraph 1 of this Article, an applicant shall also, prior to the commencement of the assessment pursuant to Article 45, make available to the national accreditation body the following:"
SCR-00950,32018R2067,,Article 46,ACCREDITATION,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,all information requested by the national accreditation body;
SCR-00951,32018R2067,,Article 47,ACCREDITATION,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,"1. When preparing the assessment referred to in Article 45, each national accreditation body shall take into account the complexity of the scope for which the applicant requests accreditation as well as the complexity of the quality management system referred to in Article 41(2), the procedures and information on processes referred to in Article 41(1) and the geographical areas in which the applicant is carrying out or planning to carry out verification."
SCR-00952,32018R2067,,Article 47,ACCREDITATION,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,"2. For the purposes of this Regulation, the national accreditation body shall meet the minimum requirements set out in the harmonised standard referred to in Annex III."
SCR-00953,32018R2067,,Article 48,ACCREDITATION,article,reporting,instrument,\breport\b,report,low,witnessing of a representative part of the requested scope for accreditation and the performance and competence of a representative number of the applicant's staff involved in the verification of the operator's or aircraft operator's report to ensure that the staff are operating in accordance with this Regulation.
SCR-00954,32018R2067,,Article 48,ACCREDITATION,article,certification,mechanism,\baccreditation\b,accreditation,low,witnessing of a representative part of the requested scope for accreditation and the performance and competence of a representative number of the applicant's staff involved in the verification of the operator's or aircraft operator's report to ensure that the staff are operating in accordance with this Regulation.
SCR-00955,32018R2067,,Article 48,ACCREDITATION,article,reporting,mechanism,\bshall report\b,shall report,low,2. The assessment team shall report the findings and non-conformities to the applicant in accordance with the requirements set out in the harmonised standard referred to in Annex III and shall request the applicant to respond to the reported findings and non-conformities in accordance with those provisions.
SCR-00956,32018R2067,,Article 48,ACCREDITATION,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,3. An applicant shall take corrective action to address any non-conformities reported pursuant to paragraph 2 and indicate in applicant's response to the reported findings and non-conformities of the assessment team what actions are taken or are planned to be taken within a time set by the national accreditation body to resolve any identified non-conformities.
SCR-00957,32018R2067,,Article 48,ACCREDITATION,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,4. The national accreditation body shall review the responses of the applicant to the findings and non-conformities submitted pursuant to paragraph 3.
SCR-00958,32018R2067,,Article 48,ACCREDITATION,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,"Where the national accreditation body finds the response of the applicant to be insufficient or ineffective, it shall request further information or action from the applicant. The national accreditation body may also request evidence of the effective implementation of actions taken or carry out a follow-up assessment to assess the effective implementation of the corrective actions."
SCR-00959,32018R2067,,Article 49,ACCREDITATION,article,certification,mechanism,\bcertificat\w*,certificate,low,Decision on accreditation and accreditation certificate
SCR-00960,32018R2067,,Article 49,ACCREDITATION,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,"1. The national accreditation body shall take into account the requirements laid down in the harmonised standard referred to in Annex III when preparing and taking the decision on whether to grant, extend or renew the accreditation of an applicant."
SCR-00961,32018R2067,,Article 49,ACCREDITATION,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,"2. Where the national accreditation body has decided to grant, extend or renew the accreditation of an applicant, it shall issue an accreditation certificate to that effect."
SCR-00962,32018R2067,,Article 49,ACCREDITATION,article,certification,mechanism,\bcertificat\w*,certificate,low,The accreditation certificate shall at least contain the information required on the basis of the harmonised standard referred to in Annex III.
SCR-00963,32018R2067,,Article 49,ACCREDITATION,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,The accreditation certificate shall be valid for a period not exceeding five years after the date on which the national accreditation body has issued that certificate.
SCR-00964,32018R2067,,Article 50,ACCREDITATION,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,1. The national accreditation body shall carry out an annual surveillance of each verifier to which it has issued an accreditation certificate.
SCR-00965,32018R2067,,Article 50,ACCREDITATION,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,2. The national accreditation body shall carry out the first surveillance of a verifier in accordance with paragraph 1 no later than 12 months after the date on which the accreditation certificate has been issued to that verifier.
SCR-00966,32018R2067,,Article 50,ACCREDITATION,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,"3. The national accreditation body shall prepare its plan for the surveillance of each verifier in a manner that allows for representative samples of the scope of accreditation to be assessed, in accordance with the requirements laid down in the harmonised standard referred to in Annex III."
SCR-00967,32018R2067,,Article 50,ACCREDITATION,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,"4. Based on the results of the surveillance referred to in paragraph 1, the national accreditation body shall decide whether to confirm the continuation of accreditation."
SCR-00968,32018R2067,,Article 50,ACCREDITATION,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,"5. Where a verifier carries out a verification in another Member State, the national accreditation body that has accredited the verifier may request the national accreditation body of the Member State where the verification is performed to carry out surveillance activities on its behalf and under its responsibility."
SCR-00969,32018R2067,,Article 51,ACCREDITATION,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,"1. Before the expiry of the accreditation certificate, the national accreditation body shall carry out a reassessment of the verifier to which the national accreditation body has issued an accreditation certificate to determine whether the validity of that accreditation certificate may be extended."
SCR-00970,32018R2067,,Article 51,ACCREDITATION,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,"2. The national accreditation body shall prepare its plan for the reassessment of each verifier in a manner that allows representative samples of the scope of accreditation to be assessed. In planning and carrying out the reassessment, the national accreditation body shall meet the requirements laid down in the harmonised standard referred to in Annex III."
SCR-00971,32018R2067,,Article 52,ACCREDITATION,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,1. The national accreditation body may conduct an extraordinary assessment of the verifier at any time to ensure that the verifier meets the requirements of this Regulation.
SCR-00972,32018R2067,,Article 52,ACCREDITATION,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,"2. For the purposes of enabling the national accreditation body to assess the need for an extraordinary assessment, the verifier shall inform the national accreditation body forthwith of any significant changes relevant to its accreditation concerning any aspect of its status or operation. Significant changes shall include those changes mentioned in the harmonised standard referred to in Annex III."
SCR-00973,32018R2067,,Article 53,ACCREDITATION,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,"The national accreditation body shall, in response to an application by a verifier for an extension of the scope of a granted accreditation, undertake the necessary activities to determine whether the verifier meets the requirements of Article 45 for the requested extension of the scope of its accreditation."
SCR-00974,32018R2067,,Article 54,ACCREDITATION,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,"1. The national accreditation body may suspend, withdraw or reduce an accreditation of a verifier if the verifier does not meet the requirements of this Regulation."
SCR-00975,32018R2067,,Article 54,ACCREDITATION,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,"The national accreditation body shall suspend, withdraw or reduce an accreditation of a verifier if the verifier so requests."
SCR-00976,32018R2067,,Article 54,ACCREDITATION,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,"The national accreditation body shall establish, document, implement and maintain a procedure for the suspension of the accreditation, the withdrawal of the accreditation and the reduction of the scope of accreditation."
SCR-00977,32018R2067,,Article 54,ACCREDITATION,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,"2. The national accreditation body shall suspend an accreditation, or restrict the scope of an accreditation in any of the following cases:"
SCR-00978,32018R2067,,Article 54,ACCREDITATION,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,the verifier has breached other specific terms and conditions of the national accreditation body.
SCR-00979,32018R2067,,Article 54,ACCREDITATION,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,3. The national accreditation body shall withdraw the accreditation in the following cases:
SCR-00980,32018R2067,,Article 54,ACCREDITATION,article,certification,mechanism,\bcertificat\w*,certificate,low,the verifier has failed to remedy the grounds for a decision to suspend the accreditation certificate;
SCR-00981,32018R2067,,Article 54,ACCREDITATION,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,"4. The decision of a national accreditation body to suspend, withdraw or reduce the scope of the accreditation in accordance with paragraphs 2 and 3 shall be subject to appeal."
SCR-00982,32018R2067,,Article 54,ACCREDITATION,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,"5. The decision of a national accreditation body to suspend, withdraw or reduce the scope of the accreditation shall take effect upon its notification to the verifier."
SCR-00983,32018R2067,,Article 54,ACCREDITATION,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,The national accreditation body shall terminate the suspension of an accreditation certificate where it has received satisfactory information and is confident that the verifier meets the requirements of this Regulation.
SCR-00984,32018R2067,,Article 55,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certification,actor,national accreditation bod(y|ies),National accreditation body,high,National accreditation body
SCR-00985,32018R2067,,Article 55,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certification,actor,national accreditation bod(y|ies),national accreditation bodies,high,1. The tasks related to accreditation pursuant to this Regulation shall be carried out by the national accreditation bodies appointed pursuant to Article 4(1) of Regulation (EC) No 765/2008.
SCR-00986,32018R2067,,Article 55,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,"2. Where a Member State decides to allow the certification of verifiers that are natural persons, under this Regulation the tasks related to the certification of those verifiers shall be entrusted to a national authority other than the national accreditation body appointed pursuant to Article 4(1) of Regulation (EC) No 765/2008."
SCR-00987,32018R2067,,Article 55,REQUIREMENTS CONCERNING ACCREDITATION BODIES FOR THE ACCREDITATION OF ETS VERIFIERS,article,certification,actor,national accreditation bod(y|ies),national accreditation body,high,4. A national accreditation body shall be a member of the body recognised under Article 14 of that Regulation (EC) No 765/2008.
