source_act,amended_act,carrier_article,carrier_section,provision_type,mechanism,screening_confidence,intermediary_validated,matched_pattern,matched_keyword,evidence_text
32018R2067,,Article 71,INFORMATION EXCHANGE,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,summarised results of surveillance and reassessment activities carried out by the national accreditation body;
32018R2067,,Article 71,INFORMATION EXCHANGE,article,reportar,high,0,management report,management report,any complaints filed against the verifier since the last management report and the actions taken by the national accreditation body;
32018R2067,,Article 71,INFORMATION EXCHANGE,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,any complaints filed against the verifier since the last management report and the actions taken by the national accreditation body;
32018R2067,,Article 71,INFORMATION EXCHANGE,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"details of action taken by the national accreditation body in response to the information that is shared by the competent authority, unless the national accreditation body has considered the information as a complaint within the meaning of Article 62."
32018R2067,,Article 72,INFORMATION EXCHANGE,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"If the national accreditation body has imposed administrative measures on the verifier pursuant to Article 54 or if a suspension of the accreditation has been terminated or a decision on appeal has reversed the decision of a national accreditation body to impose administrative measures referred to in Article 54, the national accreditation body shall inform the following parties:"
32018R2067,,Article 72,INFORMATION EXCHANGE,article,certificacao,low,0,\baccredited\b,accredited,the competent authority of the Member State where the verifier is accredited;
32018R2067,,Article 72,INFORMATION EXCHANGE,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,the competent authority and the national accreditation body of each Member State where the verifier is carrying out verifications.
32018R2067,,Article 73,INFORMATION EXCHANGE,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,1. The competent authority of the Member State where the verifier is carrying out the verification shall annually communicate to the national accreditation body which has accredited that verifier at least the following:
32018R2067,,Article 73,INFORMATION EXCHANGE,article,reportar,low,0,\breport\b,report,"relevant results from checking the operator's and aircraft operator's report and the verification reports, in particular of any identified non-compliance of that verifier with this Regulation;"
32018R2067,,Article 73,INFORMATION EXCHANGE,article,auditoria,high,0,verification (team|report|body),verification report,"relevant results from checking the operator's and aircraft operator's report and the verification reports, in particular of any identified non-compliance of that verifier with this Regulation;"
32018R2067,,Article 73,INFORMATION EXCHANGE,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,results from the inspection of the operator or aircraft operator where those results are relevant for the national accreditation body concerning the verifier's accreditation and surveillance or where those results include any identified non-compliance of that verifier with this Regulation;
32018R2067,,Article 73,INFORMATION EXCHANGE,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"2. Where the information referred to in paragraph 1 provides evidence that the competent authority has identified non-compliance of the verifier with this Regulation, the national accreditation body shall consider the communication of that information as a complaint by the competent authority concerning that verifier within the meaning of Article 62."
32018R2067,,Article 73,INFORMATION EXCHANGE,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"The national accreditation body shall take appropriate action to address such information and respond to the competent authority within a reasonable time, but no later than three months from the date of its receipt. The national accreditation body shall inform the competent authority in its response of the action taken by it and, where relevant, the administrative measures imposed on the verifier."
32018R2067,,Article 74,INFORMATION EXCHANGE,article,reportar,low,0,\bshall report\b,shall report,"1. Where the national accreditation body of the Member State in which a verifier is performing a verification has been requested, pursuant to Article 50(5), to carry out surveillance activities, that national accreditation body shall report its findings to the national accreditation body that has accredited the verifier, unless otherwise agreed between both national accreditation bodies."
32018R2067,,Article 74,INFORMATION EXCHANGE,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"1. Where the national accreditation body of the Member State in which a verifier is performing a verification has been requested, pursuant to Article 50(5), to carry out surveillance activities, that national accreditation body shall report its findings to the national accreditation body that has accredited the verifier, unless otherwise agreed between both national accreditation bodies."
32018R2067,,Article 74,INFORMATION EXCHANGE,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,2. The national accreditation body that has accredited the verifier shall take the findings referred to in paragraph 1 into account when assessing whether the verifier meets the requirements of this Regulation.
32018R2067,,Article 74,INFORMATION EXCHANGE,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"3. Where the findings referred to in paragraph 1 show evidence that the verifier is not complying with this Regulation, the national accreditation body that has accredited the verifier shall take appropriate action pursuant to this Regulation and shall inform the national accreditation body that has carried out surveillance activities on:"
32018R2067,,Article 74,INFORMATION EXCHANGE,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,what action has been taken by the national accreditation body that has accredited the verifier;
32018R2067,,Article 75,INFORMATION EXCHANGE,article,reportar,high,0,management report,management report,"Where a verifier has been granted accreditation by a national accreditation body in a Member State other than the Member State in which the verifier is established, the accreditation work programme and the management report referred to in Article 71, as well as the information referred to in Article 72, shall also be provided to the competent authority of the Member State in which the verifier is established."
32018R2067,,Article 75,INFORMATION EXCHANGE,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"Where a verifier has been granted accreditation by a national accreditation body in a Member State other than the Member State in which the verifier is established, the accreditation work programme and the management report referred to in Article 71, as well as the information referred to in Article 72, shall also be provided to the competent authority of the Member State in which the verifier is established."
32018R2067,,Article 76,INFORMATION EXCHANGE,article,certificacao,low,0,\baccredited\b,accredited,Databases of accredited verifiers
32018R2067,,Article 76,INFORMATION EXCHANGE,article,auditoria,high,0,accredited verifier,accredited verifier,Databases of accredited verifiers
32018R2067,,Article 76,INFORMATION EXCHANGE,article,certificacao,high,0,national accreditation bod(y|ies),National accreditation bodies,"1. National accreditation bodies, or where applicable national authorities referred to in Article 55(2), shall set up and manage a database and allow access to that database to other national accreditation bodies, national authorities, verifiers, operators, aircraft operators and competent authorities."
32018R2067,,Article 76,INFORMATION EXCHANGE,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation bodies,"The body recognised under Article 14 of Regulation (EC) No 765/2008 shall facilitate and harmonise access to the databases to enable efficient and cost-effective communication between national accreditation bodies, national authorities, verifiers, operators, aircraft operators and competent authorities, and may reconcile those databases into a single and centralised database."
32018R2067,,Article 76,INFORMATION EXCHANGE,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,the name and address of each verifier accredited by that national accreditation body;
32018R2067,,Article 76,INFORMATION EXCHANGE,article,certificacao,low,0,\baccreditation\b,accreditation,each verifier's scope of accreditation;
32018R2067,,Article 76,INFORMATION EXCHANGE,article,certificacao,low,0,\baccreditation\b,accreditation,the date on which the accreditation was granted and the expiry date of the accreditation;
32018R2067,,Article 77,INFORMATION EXCHANGE,article,reportar,high,0,management report,management report,"1. For the purposes of enabling the national accreditation body to draft the accreditation work programme and the management report referred to in Article 71, a verifier shall by 15 November of each year send the following information to the national accreditation body that has accredited that verifier:"
32018R2067,,Article 77,INFORMATION EXCHANGE,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"1. For the purposes of enabling the national accreditation body to draft the accreditation work programme and the management report referred to in Article 71, a verifier shall by 15 November of each year send the following information to the national accreditation body that has accredited that verifier:"
32018R2067,,Article 77,INFORMATION EXCHANGE,article,certificacao,low,0,\baccreditation\b,accreditation,the names of the members of the verification team and the scope of the accreditation under which the operator's or aircraft operator's activity falls.
32018R2067,,Article 77,INFORMATION EXCHANGE,article,auditoria,high,0,verification (team|report|body),verification team,the names of the members of the verification team and the scope of the accreditation under which the operator's or aircraft operator's activity falls.
32018R2067,,Article 77,INFORMATION EXCHANGE,article,certificacao,high,0,national accreditation bod(y|ies),national accreditation body,"2. Where changes occur in the information referred to in paragraph 1, the verifier shall notify those changes to the accreditation body within a timeframe agreed with that national accreditation body."
32018R2067,,Article 79,FINAL PROVISIONS,article,certificacao,low,0,\bcertificat\w*,certificate,The scope of accreditation of verifiers shall be indicated in the accreditation certificate using the following groups of activities pursuant to Annex I to Directive 2003/87/EC and other activities pursuant to Articles 10a and 24 of Directive 2003/87/EC. Those provisions shall equally apply to verifiers certified by a national authority in accordance with Article 55(2) of this Regulation.
32018R2067,,Article 79,FINAL PROVISIONS,article,certificacao,low,0,\baccreditation\b,accreditation,"With respect to the requirements on verifiers, the harmonised standard pursuant to Regulation (EC) No 765/2008 concerning requirements for greenhouse gas validation and verification bodies for use in accreditation or other forms of recognition, shall apply. In addition, the following procedures, processes and arrangements referred to in Article 41(1), shall apply:"
32018R2067,,Article 79,FINAL PROVISIONS,article,reportar,low,0,\breport\b,report,a process for issuing a revised verification report where an error in the verification report or operator's or aircraft operator's report has been identified after the verifier has submitted the verification report to the operator or aircraft operator for onwards submission to the competent authority;
32018R2067,,Article 79,FINAL PROVISIONS,article,auditoria,high,0,verification (team|report|body),verification report,a process for issuing a revised verification report where an error in the verification report or operator's or aircraft operator's report has been identified after the verifier has submitted the verification report to the operator or aircraft operator for onwards submission to the competent authority;
32018R2067,,Article 79,FINAL PROVISIONS,article,certificacao,high,0,conformity assessment (body|bodies),conformity assessment bodies,"With respect to the minimum requirements for accreditation, and the requirements for accreditation bodies, the harmonised standard pursuant to Regulation (EC) No 765/2008 concerning general requirements for accreditation bodies accrediting conformity assessment bodies shall apply."
